id,codigoCatastral,tipo,descripcion,valorBaseMensual,disponible
690,INM-38320,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,12097726,True
691,INM-50388,Local Comercial,Cerca a centros comerciales y transporte público.,5735430,True
692,INM-32078,Apartamento Studio,Ubicado en zona norte con vista panorámica.,12601661,True
693,INM-92803,Bodega Industrial,Espacio abierto con doble altura.,9887167,True
694,INM-12531,Penthouse,Seguridad reforzada y acceso controlado.,9663465,True
695,INM-38979,Consultorio Médico,Acabados de lujo y eficiencia energética.,6012710,True
696,INM-50652,Casa Campestre,Espacio abierto con doble altura.,8642743,True
697,INM-95626,Oficina Corporativa,Acabados de lujo y eficiencia energética.,6058531,True
698,INM-18620,Casa Campestre,Espacio abierto con doble altura.,5085353,True
699,INM-96495,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,6195878,True
700,INM-60962,Consultorio Médico,Espacio abierto con doble altura.,8296042,True
701,INM-67374,Casa Campestre,Ubicado en zona norte con vista panorámica.,4950075,True
702,INM-90770,Oficina Corporativa,Espacio abierto con doble altura.,2916887,True
703,INM-23632,Bodega Industrial,Espacio abierto con doble altura.,2229895,True
704,INM-19218,Casa Campestre,Seguridad reforzada y acceso controlado.,12843972,True
705,INM-30168,Oficina Corporativa,Ubicación estratégica en el centro financiero.,2761304,True
706,INM-31133,Penthouse,Área residencial tranquila con zonas verdes.,1479191,True
707,INM-50926,Local Comercial,Seguridad reforzada y acceso controlado.,7388982,True
708,INM-48210,Local Comercial,Acabados de lujo y eficiencia energética.,13617846,True
709,INM-88813,Lote Urbanizado,Área residencial tranquila con zonas verdes.,4770307,True
710,INM-88892,Casa Campestre,Cerca a centros comerciales y transporte público.,14121619,True
711,INM-10586,Consultorio Médico,Ubicado en zona norte con vista panorámica.,10042610,True
712,INM-42777,Local Comercial,Seguridad reforzada y acceso controlado.,8307877,True
713,INM-65940,Consultorio Médico,Seguridad reforzada y acceso controlado.,4507552,True
714,INM-23582,Casa Campestre,Ubicación estratégica en el centro financiero.,13749461,True
715,INM-93880,Apartamento Studio,Seguridad reforzada y acceso controlado.,4561170,True
716,INM-90521,Consultorio Médico,Seguridad reforzada y acceso controlado.,4670327,True
717,INM-41970,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,6717234,True
718,INM-93211,Lote Urbanizado,Acabados de lujo y eficiencia energética.,12964211,True
719,INM-98112,Local Comercial,Seguridad reforzada y acceso controlado.,9596394,True
720,INM-90963,Consultorio Médico,Cerca a centros comerciales y transporte público.,7226999,True
721,INM-66298,Casa Campestre,Espacio abierto con doble altura.,13601410,True
722,INM-97247,Consultorio Médico,Seguridad reforzada y acceso controlado.,4863575,True
723,INM-85069,Lote Urbanizado,Cerca a centros comerciales y transporte público.,7904346,True
724,INM-14554,Lote Urbanizado,Cerca a centros comerciales y transporte público.,1963551,True
725,INM-74629,Parqueadero Cubierto,Seguridad reforzada y acceso controlado.,5654624,True
726,INM-36137,Casa Campestre,Cerca a centros comerciales y transporte público.,12837474,True
727,INM-54762,Lote Urbanizado,Cerca a centros comerciales y transporte público.,10260869,True
728,INM-24868,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,9089745,True
729,INM-49218,Lote Urbanizado,Cerca a centros comerciales y transporte público.,8391337,True
730,INM-89792,Apartamento Studio,Seguridad reforzada y acceso controlado.,6079809,True
731,INM-98848,Apartamento Studio,Ubicación estratégica en el centro financiero.,6697493,True
732,INM-53381,Casa Campestre,Acabados de lujo y eficiencia energética.,4358343,True
733,INM-23192,Consultorio Médico,Ubicación estratégica en el centro financiero.,12907092,True
734,INM-19107,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,11301006,True
735,INM-33067,Consultorio Médico,Cerca a centros comerciales y transporte público.,7182339,True
736,INM-81052,Local Comercial,Ubicación estratégica en el centro financiero.,11945516,True
737,INM-42294,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,14705375,True
738,INM-25650,Bodega Industrial,Acabados de lujo y eficiencia energética.,4749092,True
739,INM-64736,Parqueadero Cubierto,Espacio abierto con doble altura.,2202945,True
740,INM-74972,Casa Campestre,Seguridad reforzada y acceso controlado.,922108,True
741,INM-15193,Oficina Corporativa,Espacio abierto con doble altura.,2070197,True
742,INM-25486,Apartamento Studio,Ubicado en zona norte con vista panorámica.,9349548,True
743,INM-84031,Casa Campestre,Ubicación estratégica en el centro financiero.,6188272,True
744,INM-36758,Local Comercial,Seguridad reforzada y acceso controlado.,10263553,True
745,INM-59910,Bodega Industrial,Cerca a centros comerciales y transporte público.,8024794,True
746,INM-22811,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,4604639,True
747,INM-37990,Casa Campestre,Cerca a centros comerciales y transporte público.,2745073,True
748,INM-42440,Penthouse,Ubicado en zona norte con vista panorámica.,10144520,True
749,INM-16141,Apartamento Studio,Seguridad reforzada y acceso controlado.,10908722,True
750,INM-91402,Oficina Corporativa,Cerca a centros comerciales y transporte público.,11080086,True
751,INM-56741,Local Comercial,Seguridad reforzada y acceso controlado.,2857084,True
752,INM-35698,Consultorio Médico,Ubicación estratégica en el centro financiero.,9203128,True
753,INM-84390,Consultorio Médico,Ubicado en zona norte con vista panorámica.,8965569,True
754,INM-45929,Oficina Corporativa,Seguridad reforzada y acceso controlado.,14783226,True
755,INM-89350,Oficina Corporativa,Ubicación estratégica en el centro financiero.,7102789,True
756,INM-88191,Bodega Industrial,Ubicado en zona norte con vista panorámica.,14113825,True
757,INM-99356,Lote Urbanizado,Área residencial tranquila con zonas verdes.,3795046,True
758,INM-67437,Apartamento Studio,Acabados de lujo y eficiencia energética.,12856376,True
759,INM-68401,Penthouse,Cerca a centros comerciales y transporte público.,7178354,True
760,INM-21632,Apartamento Studio,Ubicado en zona norte con vista panorámica.,1811512,True
761,INM-77808,Consultorio Médico,Ubicado en zona norte con vista panorámica.,14646168,True
762,INM-83320,Oficina Corporativa,Ubicación estratégica en el centro financiero.,14790861,True
763,INM-48871,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,6686399,True
764,INM-41018,Local Comercial,Área residencial tranquila con zonas verdes.,9072796,True
765,INM-46325,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,905888,True
766,INM-53333,Local Comercial,Seguridad reforzada y acceso controlado.,12903812,True
767,INM-31845,Penthouse,Seguridad reforzada y acceso controlado.,2329342,True
768,INM-57750,Oficina Corporativa,Seguridad reforzada y acceso controlado.,11053674,True
769,INM-58699,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,14709534,True
770,INM-29950,Penthouse,Ubicado en zona norte con vista panorámica.,4547299,True
771,INM-80465,Consultorio Médico,Cerca a centros comerciales y transporte público.,7422780,True
772,INM-83854,Apartamento Studio,Espacio abierto con doble altura.,12543461,True
773,INM-68552,Consultorio Médico,Ubicación estratégica en el centro financiero.,12089742,True
774,INM-56345,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,10728441,True
775,INM-10853,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,11024820,True
776,INM-19360,Bodega Industrial,Ubicación estratégica en el centro financiero.,4054097,True
777,INM-77784,Oficina Corporativa,Seguridad reforzada y acceso controlado.,6059906,True
778,INM-22934,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,6597117,True
779,INM-17576,Casa Campestre,Acabados de lujo y eficiencia energética.,7580641,True
780,INM-27292,Apartamento Studio,Seguridad reforzada y acceso controlado.,9798966,True
781,INM-42179,Parqueadero Cubierto,Área residencial tranquila con zonas verdes.,3229091,True
782,INM-82768,Penthouse,Ubicación estratégica en el centro financiero.,4107244,True
783,INM-47543,Parqueadero Cubierto,Área residencial tranquila con zonas verdes.,4905099,True
784,INM-95559,Parqueadero Cubierto,Espacio abierto con doble altura.,7410354,True
785,INM-93816,Consultorio Médico,Seguridad reforzada y acceso controlado.,9222208,True
786,INM-76058,Parqueadero Cubierto,Seguridad reforzada y acceso controlado.,986430,True
787,INM-49207,Penthouse,Seguridad reforzada y acceso controlado.,10876515,True
788,INM-13197,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,4536887,True
789,INM-88298,Oficina Corporativa,Acabados de lujo y eficiencia energética.,5928274,True
790,INM-21921,Local Comercial,Área residencial tranquila con zonas verdes.,13156742,True
791,INM-89278,Lote Urbanizado,Cerca a centros comerciales y transporte público.,11668327,True
792,INM-44360,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,5168129,True
793,INM-11114,Casa Campestre,Cerca a centros comerciales y transporte público.,2940846,True
794,INM-60464,Local Comercial,Espacio abierto con doble altura.,4164215,True
795,INM-67960,Penthouse,Ubicación estratégica en el centro financiero.,5141440,True
796,INM-69606,Consultorio Médico,Espacio abierto con doble altura.,871968,True
797,INM-20485,Casa Campestre,Espacio abierto con doble altura.,1645856,True
798,INM-11905,Penthouse,Seguridad reforzada y acceso controlado.,6967331,True
799,INM-65565,Lote Urbanizado,Ubicación estratégica en el centro financiero.,14513459,True
800,INM-99058,Apartamento Studio,Acabados de lujo y eficiencia energética.,10583478,True
801,INM-42388,Oficina Corporativa,Seguridad reforzada y acceso controlado.,6557563,True
802,INM-65004,Lote Urbanizado,Cerca a centros comerciales y transporte público.,7994353,True
803,INM-80068,Consultorio Médico,Área residencial tranquila con zonas verdes.,8561881,True
804,INM-98494,Apartamento Studio,Espacio abierto con doble altura.,9494745,True
805,INM-54543,Bodega Industrial,Acabados de lujo y eficiencia energética.,1204212,True
806,INM-62074,Casa Campestre,Seguridad reforzada y acceso controlado.,14071216,True
807,INM-84385,Consultorio Médico,Acabados de lujo y eficiencia energética.,14809939,True
808,INM-44042,Oficina Corporativa,Cerca a centros comerciales y transporte público.,14091896,True
809,INM-50273,Oficina Corporativa,Acabados de lujo y eficiencia energética.,14963219,True
810,INM-11806,Lote Urbanizado,Ubicado en zona norte con vista panorámica.,6293273,True
811,INM-42406,Consultorio Médico,Espacio abierto con doble altura.,11631815,True
812,INM-96195,Bodega Industrial,Ubicación estratégica en el centro financiero.,13624344,True
813,INM-87927,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,7925312,True
814,INM-91138,Oficina Corporativa,Cerca a centros comerciales y transporte público.,4134267,True
815,INM-27698,Consultorio Médico,Espacio abierto con doble altura.,13341068,True
816,INM-33934,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,9607346,True
817,INM-48002,Apartamento Studio,Seguridad reforzada y acceso controlado.,12039535,True
818,INM-24408,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,2605197,True
819,INM-91589,Lote Urbanizado,Acabados de lujo y eficiencia energética.,11526491,True
820,INM-19308,Local Comercial,Seguridad reforzada y acceso controlado.,5620328,True
821,INM-73962,Oficina Corporativa,Área residencial tranquila con zonas verdes.,13586149,True
822,INM-35323,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,4422287,True
823,INM-46680,Casa Campestre,Acabados de lujo y eficiencia energética.,6665156,True
824,INM-76577,Apartamento Studio,Cerca a centros comerciales y transporte público.,9209402,True
825,INM-56584,Lote Urbanizado,Ubicado en zona norte con vista panorámica.,2805631,True
826,INM-81990,Casa Campestre,Ubicación estratégica en el centro financiero.,4507209,True
827,INM-71447,Consultorio Médico,Seguridad reforzada y acceso controlado.,1578061,True
828,INM-15084,Consultorio Médico,Espacio abierto con doble altura.,12829725,True
829,INM-16979,Lote Urbanizado,Área residencial tranquila con zonas verdes.,7507123,True
830,INM-96162,Penthouse,Espacio abierto con doble altura.,9268226,True
831,INM-64988,Apartamento Studio,Seguridad reforzada y acceso controlado.,4037400,True
832,INM-27501,Local Comercial,Seguridad reforzada y acceso controlado.,4010527,True
833,INM-29434,Lote Urbanizado,Ubicado en zona norte con vista panorámica.,1460089,True
834,INM-57164,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,2279699,True
835,INM-15251,Local Comercial,Ubicado en zona norte con vista panorámica.,9384285,True
836,INM-98755,Casa Campestre,Espacio abierto con doble altura.,3263336,True
837,INM-48376,Bodega Industrial,Acabados de lujo y eficiencia energética.,13407053,True
838,INM-13312,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,819636,True
839,INM-72299,Penthouse,Ubicado en zona norte con vista panorámica.,8960113,True
840,INM-41666,Penthouse,Seguridad reforzada y acceso controlado.,3432022,True
841,INM-41430,Penthouse,Cerca a centros comerciales y transporte público.,7140900,True
842,INM-27220,Local Comercial,Seguridad reforzada y acceso controlado.,1412892,True
843,INM-39600,Bodega Industrial,Área residencial tranquila con zonas verdes.,12437213,True
844,INM-97124,Consultorio Médico,Área residencial tranquila con zonas verdes.,1098139,True
845,INM-46735,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,9548262,True
846,INM-96920,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,10815233,True
847,INM-24013,Parqueadero Cubierto,Seguridad reforzada y acceso controlado.,1609267,True
848,INM-93456,Casa Campestre,Cerca a centros comerciales y transporte público.,3231545,True
849,INM-76954,Penthouse,Ubicación estratégica en el centro financiero.,10241861,True
850,INM-32684,Lote Urbanizado,Seguridad reforzada y acceso controlado.,3183443,True
851,INM-24827,Oficina Corporativa,Ubicación estratégica en el centro financiero.,6564252,True
852,INM-21477,Parqueadero Cubierto,Espacio abierto con doble altura.,2616228,True
853,INM-52234,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,2018012,True
854,INM-99027,Bodega Industrial,Seguridad reforzada y acceso controlado.,7724613,True
855,INM-33752,Penthouse,Ubicación estratégica en el centro financiero.,13543483,True
856,INM-41423,Apartamento Studio,Ubicación estratégica en el centro financiero.,8560031,True
857,INM-48989,Casa Campestre,Ubicado en zona norte con vista panorámica.,4250024,True
858,INM-21192,Consultorio Médico,Área residencial tranquila con zonas verdes.,1110376,True
859,INM-43920,Casa Campestre,Área residencial tranquila con zonas verdes.,10152046,True
860,INM-45037,Local Comercial,Cerca a centros comerciales y transporte público.,11629717,True
861,INM-64591,Casa Campestre,Área residencial tranquila con zonas verdes.,13643357,True
862,INM-16215,Apartamento Studio,Acabados de lujo y eficiencia energética.,2236258,True
863,INM-40447,Lote Urbanizado,Área residencial tranquila con zonas verdes.,11438996,True
864,INM-18659,Local Comercial,Ubicación estratégica en el centro financiero.,3049833,True
865,INM-89049,Casa Campestre,Área residencial tranquila con zonas verdes.,6938631,True
866,INM-83317,Local Comercial,Ubicación estratégica en el centro financiero.,7399307,True
867,INM-15204,Lote Urbanizado,Área residencial tranquila con zonas verdes.,13745780,True
868,INM-97036,Apartamento Studio,Cerca a centros comerciales y transporte público.,8625653,True
869,INM-40808,Lote Urbanizado,Ubicado en zona norte con vista panorámica.,11147846,True
870,INM-34568,Local Comercial,Ubicación estratégica en el centro financiero.,3362249,True
871,INM-44362,Bodega Industrial,Acabados de lujo y eficiencia energética.,13258188,True
872,INM-39196,Consultorio Médico,Espacio abierto con doble altura.,9155653,True
873,INM-39080,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,10032058,True
874,INM-78571,Apartamento Studio,Cerca a centros comerciales y transporte público.,1104455,True
875,INM-82088,Lote Urbanizado,Acabados de lujo y eficiencia energética.,8968537,True
876,INM-76648,Local Comercial,Acabados de lujo y eficiencia energética.,12300231,True
877,INM-54901,Penthouse,Ubicado en zona norte con vista panorámica.,5435485,True
878,INM-32189,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,942480,True
879,INM-16597,Consultorio Médico,Ubicación estratégica en el centro financiero.,8245994,True
880,INM-73914,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,10382636,True
881,INM-50535,Bodega Industrial,Seguridad reforzada y acceso controlado.,9489433,True
882,INM-98704,Consultorio Médico,Acabados de lujo y eficiencia energética.,1316338,True
883,INM-51926,Lote Urbanizado,Seguridad reforzada y acceso controlado.,10825345,True
884,INM-34343,Bodega Industrial,Cerca a centros comerciales y transporte público.,8157471,True
885,INM-35717,Consultorio Médico,Seguridad reforzada y acceso controlado.,12224106,True
886,INM-96268,Apartamento Studio,Ubicado en zona norte con vista panorámica.,10267247,True
887,INM-66027,Lote Urbanizado,Seguridad reforzada y acceso controlado.,8844313,True
888,INM-89931,Apartamento Studio,Ubicado en zona norte con vista panorámica.,2381655,True
889,INM-58790,Bodega Industrial,Cerca a centros comerciales y transporte público.,13200013,True
890,INM-54889,Apartamento Studio,Área residencial tranquila con zonas verdes.,13513609,True
891,INM-24638,Oficina Corporativa,Seguridad reforzada y acceso controlado.,5510970,True
892,INM-42002,Local Comercial,Espacio abierto con doble altura.,3396983,True
893,INM-25555,Casa Campestre,Ubicado en zona norte con vista panorámica.,9104957,True
894,INM-96343,Parqueadero Cubierto,Seguridad reforzada y acceso controlado.,14836043,True
895,INM-47381,Penthouse,Ubicación estratégica en el centro financiero.,13844420,True
896,INM-37031,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,4961743,True
897,INM-39441,Apartamento Studio,Seguridad reforzada y acceso controlado.,2982171,True
898,INM-56969,Consultorio Médico,Cerca a centros comerciales y transporte público.,6937964,True
899,INM-68748,Casa Campestre,Seguridad reforzada y acceso controlado.,1563585,True
900,INM-13713,Apartamento Studio,Acabados de lujo y eficiencia energética.,9979469,True
901,INM-68008,Oficina Corporativa,Área residencial tranquila con zonas verdes.,1346685,True
902,INM-23102,Apartamento Studio,Área residencial tranquila con zonas verdes.,14553934,True
903,INM-49501,Oficina Corporativa,Área residencial tranquila con zonas verdes.,12827557,True
904,INM-43809,Parqueadero Cubierto,Espacio abierto con doble altura.,13555279,True
905,INM-79285,Apartamento Studio,Acabados de lujo y eficiencia energética.,9946956,True
906,INM-82151,Bodega Industrial,Ubicación estratégica en el centro financiero.,12116031,True
907,INM-40870,Lote Urbanizado,Seguridad reforzada y acceso controlado.,10705199,True
908,INM-73911,Local Comercial,Área residencial tranquila con zonas verdes.,7299427,True
909,INM-97949,Bodega Industrial,Cerca a centros comerciales y transporte público.,10089724,True
910,INM-23929,Consultorio Médico,Cerca a centros comerciales y transporte público.,11846525,True
911,INM-85490,Bodega Industrial,Ubicado en zona norte con vista panorámica.,7793438,True
912,INM-93699,Local Comercial,Ubicado en zona norte con vista panorámica.,1879416,True
913,INM-21983,Consultorio Médico,Ubicación estratégica en el centro financiero.,13505299,True
914,INM-72376,Parqueadero Cubierto,Área residencial tranquila con zonas verdes.,11848739,True
915,INM-55039,Parqueadero Cubierto,Espacio abierto con doble altura.,9831547,True
916,INM-36613,Apartamento Studio,Espacio abierto con doble altura.,7430138,True
917,INM-13254,Oficina Corporativa,Seguridad reforzada y acceso controlado.,1809489,True
918,INM-23232,Consultorio Médico,Seguridad reforzada y acceso controlado.,7148436,True
919,INM-89837,Penthouse,Seguridad reforzada y acceso controlado.,9494606,True
920,INM-59335,Penthouse,Acabados de lujo y eficiencia energética.,6454380,True
921,INM-11801,Casa Campestre,Ubicado en zona norte con vista panorámica.,10215357,True
922,INM-42819,Apartamento Studio,Espacio abierto con doble altura.,5531314,True
923,INM-50075,Bodega Industrial,Área residencial tranquila con zonas verdes.,10936417,True
924,INM-58672,Parqueadero Cubierto,Seguridad reforzada y acceso controlado.,11698630,True
925,INM-19334,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,3144678,True
926,INM-15911,Bodega Industrial,Espacio abierto con doble altura.,11797918,True
927,INM-61101,Penthouse,Ubicado en zona norte con vista panorámica.,12908630,True
928,INM-80334,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,10798604,True
929,INM-74996,Parqueadero Cubierto,Ubicación estratégica en el centro financiero.,3549699,True
930,INM-38536,Casa Campestre,Acabados de lujo y eficiencia energética.,8442163,True
931,INM-31854,Parqueadero Cubierto,Espacio abierto con doble altura.,4130458,True
932,INM-45039,Parqueadero Cubierto,Área residencial tranquila con zonas verdes.,3349379,True
933,INM-51412,Penthouse,Área residencial tranquila con zonas verdes.,1475238,True
934,INM-73861,Casa Campestre,Ubicado en zona norte con vista panorámica.,14307815,True
935,INM-79147,Consultorio Médico,Área residencial tranquila con zonas verdes.,9488255,True
936,INM-30483,Lote Urbanizado,Ubicación estratégica en el centro financiero.,7199307,True
937,INM-92526,Apartamento Studio,Ubicado en zona norte con vista panorámica.,13656663,True
938,INM-37444,Consultorio Médico,Área residencial tranquila con zonas verdes.,9570380,True
939,INM-24612,Bodega Industrial,Seguridad reforzada y acceso controlado.,12648861,True
940,INM-87100,Local Comercial,Cerca a centros comerciales y transporte público.,3063452,True
941,INM-33250,Penthouse,Espacio abierto con doble altura.,6140788,True
942,INM-16926,Local Comercial,Espacio abierto con doble altura.,1605463,True
943,INM-96297,Apartamento Studio,Área residencial tranquila con zonas verdes.,7096203,True
944,INM-66709,Parqueadero Cubierto,Ubicado en zona norte con vista panorámica.,5668192,True
945,INM-24770,Oficina Corporativa,Ubicado en zona norte con vista panorámica.,1399092,True
946,INM-41145,Penthouse,Espacio abierto con doble altura.,10711302,True
947,INM-28913,Lote Urbanizado,Cerca a centros comerciales y transporte público.,1269939,True
948,INM-65215,Penthouse,Seguridad reforzada y acceso controlado.,4766862,True
949,INM-14489,Oficina Corporativa,Cerca a centros comerciales y transporte público.,4290245,True
950,INM-37976,Local Comercial,Seguridad reforzada y acceso controlado.,11706723,True
951,INM-80085,Oficina Corporativa,Acabados de lujo y eficiencia energética.,3993283,True
952,INM-32555,Penthouse,Seguridad reforzada y acceso controlado.,10673350,True
953,INM-86592,Apartamento Studio,Cerca a centros comerciales y transporte público.,8329286,True
954,INM-61327,Local Comercial,Cerca a centros comerciales y transporte público.,10332058,True
955,INM-82221,Apartamento Studio,Área residencial tranquila con zonas verdes.,12286658,True
956,INM-17442,Oficina Corporativa,Ubicación estratégica en el centro financiero.,14735627,True
957,INM-87199,Penthouse,Seguridad reforzada y acceso controlado.,7247952,True
958,INM-66870,Casa Campestre,Cerca a centros comerciales y transporte público.,7045326,True
959,INM-89214,Consultorio Médico,Seguridad reforzada y acceso controlado.,13957887,True
960,INM-32992,Apartamento Studio,Espacio abierto con doble altura.,1051340,True
961,INM-91121,Casa Campestre,Espacio abierto con doble altura.,3075730,True
962,INM-92236,Casa Campestre,Acabados de lujo y eficiencia energética.,1180086,True
963,INM-71853,Apartamento Studio,Cerca a centros comerciales y transporte público.,11105801,True
964,INM-41402,Penthouse,Ubicación estratégica en el centro financiero.,8965510,True
965,INM-81209,Local Comercial,Área residencial tranquila con zonas verdes.,6354938,True
966,INM-74849,Penthouse,Espacio abierto con doble altura.,8757005,True
967,INM-64196,Lote Urbanizado,Cerca a centros comerciales y transporte público.,5011504,True
968,INM-34773,Local Comercial,Cerca a centros comerciales y transporte público.,2413556,True
969,INM-15922,Apartamento Studio,Área residencial tranquila con zonas verdes.,11378281,True
970,INM-86724,Oficina Corporativa,Seguridad reforzada y acceso controlado.,12498154,True
971,INM-13669,Apartamento Studio,Espacio abierto con doble altura.,12151559,True
972,INM-55606,Apartamento Studio,Acabados de lujo y eficiencia energética.,3478637,True
973,INM-57512,Casa Campestre,Ubicado en zona norte con vista panorámica.,14174831,True
974,INM-91297,Lote Urbanizado,Ubicación estratégica en el centro financiero.,14499289,True
975,INM-39490,Oficina Corporativa,Seguridad reforzada y acceso controlado.,13658136,True
976,INM-98894,Bodega Industrial,Ubicación estratégica en el centro financiero.,14064532,True
977,INM-63416,Local Comercial,Cerca a centros comerciales y transporte público.,9679953,True
978,INM-90501,Oficina Corporativa,Área residencial tranquila con zonas verdes.,8010015,True
979,INM-34455,Oficina Corporativa,Acabados de lujo y eficiencia energética.,6431183,True
980,INM-68198,Bodega Industrial,Ubicación estratégica en el centro financiero.,6624359,True
981,INM-89185,Lote Urbanizado,Área residencial tranquila con zonas verdes.,7865246,True
982,INM-79970,Oficina Corporativa,Acabados de lujo y eficiencia energética.,6315973,True
983,INM-83465,Bodega Industrial,Seguridad reforzada y acceso controlado.,4894190,True
984,INM-41407,Lote Urbanizado,Espacio abierto con doble altura.,5056742,True
985,INM-27920,Local Comercial,Espacio abierto con doble altura.,6211250,True
986,INM-73350,Local Comercial,Área residencial tranquila con zonas verdes.,3006899,True
987,INM-28327,Oficina Corporativa,Cerca a centros comerciales y transporte público.,3771050,True
988,INM-85715,Apartamento Studio,Ubicación estratégica en el centro financiero.,8715877,True
989,INM-94811,Apartamento Studio,Cerca a centros comerciales y transporte público.,7848647,True
990,INM-42730,Apartamento Studio,Espacio abierto con doble altura.,14346578,True
991,INM-75804,Local Comercial,Acabados de lujo y eficiencia energética.,6066382,True
992,INM-74591,Bodega Industrial,Espacio abierto con doble altura.,3499161,True
993,INM-96313,Penthouse,Espacio abierto con doble altura.,4369482,True
994,INM-73920,Casa Campestre,Área residencial tranquila con zonas verdes.,2891247,True
995,INM-46205,Bodega Industrial,Ubicado en zona norte con vista panorámica.,9084650,True
996,INM-58026,Apartamento Studio,Área residencial tranquila con zonas verdes.,14382077,True
997,INM-35924,Consultorio Médico,Área residencial tranquila con zonas verdes.,13433657,True
998,INM-59503,Parqueadero Cubierto,Cerca a centros comerciales y transporte público.,6765351,True
999,INM-97345,Casa Campestre,Cerca a centros comerciales y transporte público.,13809742,True
1000,INM-57765,Parqueadero Cubierto,Acabados de lujo y eficiencia energética.,12398669,True
